field,dtype,orig_name,example,drop,groupby,round
measurement_calibration_sensors_channel_5__calibration_1__caldata_94__c3,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[94].c3,-1.84E+01,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_95__c0,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[95].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_95__c1,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[95].c1,2.85E+03,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_95__c2,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[95].c2,2.74E-04,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_95__c3,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[95].c3,-2.28E+01,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_96__c0,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[96].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_96__c1,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[96].c1,3.51E+03,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_96__c2,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[96].c2,2.13E-04,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_96__c3,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[96].c3,-2.83E+01,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_97__c0,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[97].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_97__c1,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[97].c1,4.33E+03,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_97__c2,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[97].c2,1.59E-04,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_97__c3,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[97].c3,-3.34E+01,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_98__c0,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[98].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_98__c1,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[98].c1,5.34E+03,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_98__c2,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[98].c2,1.20E-04,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_98__c3,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[98].c3,-3.58E+01,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_99__c0,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[99].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_99__c1,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[99].c1,6.58E+03,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_99__c2,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[99].c2,9.43E-05,1,,
measurement_calibration_sensors_channel_5__calibration_1__caldata_99__c3,str,measurement.calibration_sensors.channel[5].calibration[1].caldata[99].c3,-3.95E+01,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibrated_item_ci,str,measurement.calibration_sensors.channel[5].calibration[1].calibrated_item.ci,MFS07e,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibrated_item_ci_date,str,measurement.calibration_sensors.channel[5].calibration[1].calibrated_item.ci_date,12/19/2005,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibrated_item_ci_manufacturer,str,measurement.calibration_sensors.channel[5].calibration[1].calibrated_item.ci_manufacturer,metronix,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibrated_item_ci_manufacturers_address,str,measurement.calibration_sensors.channel[5].calibration[1].calibrated_item.ci_manufacturers_address,Kocher Str. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibrated_item_ci_serial_number,str,measurement.calibration_sensors.channel[5].calibration[1].calibrated_item.ci_serial_number,597,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibrated_item_ci_time,str,measurement.calibration_sensors.channel[5].calibration[1].calibrated_item.ci_time,10:35:16,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibration_equipment_ce_calibration_valid_until,str,measurement.calibration_sensors.channel[5].calibration[1].calibration_equipment.ce_calibration_valid_until,1/1/1970,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibration_equipment_ce_contact_address,str,measurement.calibration_sensors.channel[5].calibration[1].calibration_equipment.ce_contact_address,Kocher Str. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_sensors_channel_5__calibration_1__calibration_equipment_ce_location,str,measurement.calibration_sensors.channel[5].calibration[1].calibration_equipment.ce_location,Magnetsrode,1,,
measurement_calibration_sensors_channel_5__calibration_1__creator,str,measurement.calibration_sensors.channel[5].calibration[1].creator,software chcal 1.3,1,,
measurement_calibration_sensors_channel_5__calibration_1__user,str,measurement.calibration_sensors.channel[5].calibration[1].user,metronix,1,,
measurement_calibration_sensors_channel_8__calibration_1__cal_version,str,measurement.calibration_sensors.channel[8].calibration[1].cal_version,1,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_1__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[1].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_1__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[1].c1,4.00E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_1__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[1].c2,2.00E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_1__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[1].c3,8.92E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_10__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[10].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_10__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[10].c1,7.72E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_10__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[10].c2,1.94E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_10__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[10].c3,7.70E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_11__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[11].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_11__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[11].c1,1.07E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_11__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[11].c2,1.90E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_11__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[11].c3,7.22E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_12__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[12].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_12__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[12].c1,1.49E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_12__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[12].c2,1.82E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_12__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[12].c3,6.60E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_13__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[13].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_13__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[13].c1,2.07E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_13__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[13].c2,1.70E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_13__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[13].c3,5.83E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_14__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[14].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_14__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[14].c1,2.88E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_14__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[14].c2,1.51E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_14__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[14].c3,4.93E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_15__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[15].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_15__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[15].c1,4.00E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_15__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[15].c2,1.28E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_15__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[15].c3,3.99E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_16__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[16].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_16__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[16].c1,5.56E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_16__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[16].c2,1.04E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_16__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[16].c3,3.14E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_17__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[17].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_17__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[17].c1,7.72E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_17__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[17].c2,7.96E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_17__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[17].c3,2.32E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_18__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[18].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_18__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[18].c1,1.07E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_18__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[18].c2,5.96E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_18__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[18].c3,1.68E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_19__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[19].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_19__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[19].c1,1.49E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_19__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[19].c2,4.39E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_19__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[19].c3,1.17E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_2__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[2].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_2__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[2].c1,5.56E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_2__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[2].c2,1.99E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_2__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[2].c3,8.90E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_20__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[20].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_20__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[20].c1,2.07E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_20__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[20].c2,3.19E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_20__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[20].c3,8.09E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_21__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[21].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_21__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[21].c1,2.88E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_21__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[21].c2,2.31E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_21__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[21].c3,5.14E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_22__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[22].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_22__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[22].c1,4.00E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_22__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[22].c2,1.66E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_22__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[22].c3,2.77E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_23__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[23].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_23__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[23].c1,5.56E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_23__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[23].c2,1.20E-03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_23__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[23].c3,6.87E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_24__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[24].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_24__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[24].c1,7.72E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_24__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[24].c2,8.62E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_24__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[24].c3,-1.28E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_25__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[25].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_25__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[25].c1,1.07E+03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_25__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[25].c2,6.20E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_25__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[25].c3,-3.37E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_26__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[26].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_26__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[26].c1,1.49E+03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_26__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[26].c2,4.45E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_26__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[26].c3,-5.82E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_27__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[27].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_27__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[27].c1,2.07E+03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_27__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[27].c2,3.18E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_27__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[27].c3,-9.06E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_28__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[28].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_28__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[28].c1,2.88E+03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_28__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[28].c2,2.28E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_28__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[28].c3,-1.28E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_29__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[29].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_29__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[29].c1,4.00E+03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_29__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[29].c2,1.63E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_29__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[29].c3,-1.80E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_3__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[3].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_3__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[3].c1,7.72E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_3__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[3].c2,2.00E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_3__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[3].c3,8.86E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_30__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[30].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_30__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[30].c1,5.56E+03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_30__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[30].c2,1.16E-04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_30__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[30].c3,-2.51E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_31__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[31].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_31__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[31].c1,7.72E+03,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_31__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[31].c2,7.97E-05,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_31__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[31].c3,-3.54E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_32__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[32].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_32__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[32].c1,1.07E+04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_32__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[32].c2,5.31E-05,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_32__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[32].c3,-4.73E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_33__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[33].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_33__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[33].c1,1.49E+04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_33__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[33].c2,3.46E-05,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_33__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[33].c3,-6.22E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_34__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[34].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_34__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[34].c1,2.07E+04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_34__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[34].c2,2.13E-05,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_34__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[34].c3,-8.04E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_35__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[35].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_35__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[35].c1,2.88E+04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_35__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[35].c2,1.26E-05,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_35__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[35].c3,-1.03E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_36__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[36].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_36__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[36].c1,4.00E+04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_36__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[36].c2,6.90E-06,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_36__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[36].c3,-1.32E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_37__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[37].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_37__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[37].c1,5.56E+04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_37__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[37].c2,3.39E-06,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_37__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[37].c3,-1.68E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_38__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[38].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_38__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[38].c1,7.72E+04,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_38__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[38].c2,1.33E-06,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_38__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[38].c3,-2.01E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_39__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[39].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_39__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[39].c1,1.00E+05,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_39__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[39].c2,7.64E-07,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_39__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[39].c3,-2.15E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_4__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[4].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_4__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[4].c1,1.07E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_4__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[4].c2,2.00E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_4__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[4].c3,8.81E+01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_40__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[40].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_40__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[40].c1,4.00E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_40__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[40].c2,1.03E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_40__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[40].c3,1.49E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_41__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[41].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_41__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[41].c1,5.56E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_41__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[41].c2,1.29E-02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_41__c3,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[41].c3,1.40E+02,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_42__c0,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[42].c0,0.00E+00,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_42__c1,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[42].c1,7.72E-01,1,,
measurement_calibration_sensors_channel_8__calibration_1__caldata_42__c2,str,measurement.calibration_sensors.channel[8].calibration[1].caldata[42].c2,1.53E-02,1,,
